# Renewables.ninja Wind power (Point API) - 55.680, 12.570 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.68"""," ""lon"": ""12.57"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""100"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_kW,electricity_MW,capacity_factor,,,,,,,,,
11/01/2019 04.00,11/01/2019 05.00,362775.33,362.77533,0.72555066,,,,,,,,,
11/01/2019 05.00,11/01/2019 06.00,368653.227,368.653227,0.737306454,,,,,,,,,
11/01/2019 06.00,11/01/2019 07.00,381726.249,381.726249,0.763452498,,,,,,,,,
11/01/2019 07.00,11/01/2019 08.00,390031.377,390.031377,0.780062754,,,,,,,,,
11/01/2019 08.00,11/01/2019 09.00,390056.881,390.056881,0.780113762,,,,,,,,,
11/01/2019 09.00,11/01/2019 10.00,398121.858,398.121858,0.796243716,,,,,,,,,
11/01/2019 10.00,11/01/2019 11.00,410162.487,410.162487,0.820324974,,,,,,,,,
11/01/2019 11.00,11/01/2019 12.00,397539.223,397.539223,0.795078446,,,,,,,,,
11/01/2019 12.00,11/01/2019 13.00,392589.341,392.589341,0.785178682,,,,,,,,,
11/01/2019 13.00,11/01/2019 14.00,386870.785,386.870785,0.77374157,,,,,,,,,
11/01/2019 14.00,11/01/2019 15.00,377988.453,377.988453,0.755976906,,,,,,,,,
11/01/2019 15.00,11/01/2019 16.00,360026.077,360.026077,0.720052154,,,,,,,,,
11/01/2019 16.00,11/01/2019 17.00,318542.991,318.542991,0.637085982,,,,,,,,,
11/01/2019 17.00,11/01/2019 18.00,250359.838,250.359838,0.500719676,,,,,,,,,
11/01/2019 18.00,11/01/2019 19.00,178947.795,178.947795,0.35789559,,,,,,,,,
11/01/2019 19.00,11/01/2019 20.00,133404.735,133.404735,0.26680947,,,,,,,,,
11/01/2019 20.00,11/01/2019 21.00,127517.787,127.517787,0.255035574,,,,,,,,,
11/01/2019 21.00,11/01/2019 22.00,144044.994,144.044994,0.288089988,,,,,,,,,
11/01/2019 22.00,11/01/2019 23.00,147812.181,147.812181,0.295624362,,,,,,,,,
11/01/2019 23.00,12/01/2019 00.00,139153.494,139.153494,0.278306988,,,,,,,,,
12/01/2019 00.00,12/01/2019 01.00,125797.727,125.797727,0.251595454,,,,,,,,,
12/01/2019 01.00,12/01/2019 02.00,121274.158,121.274158,0.242548316,,,,,,,,,
12/01/2019 02.00,12/01/2019 03.00,134804.875,134.804875,0.26960975,,,,,,,,,
12/01/2019 03.00,12/01/2019 04.00,168786.449,168.786449,0.337572898,,,,,,,,,
12/01/2019 04.00,12/01/2019 05.00,211960.972,211.960972,0.423921944,,,,,,,,,
12/01/2019 05.00,12/01/2019 06.00,272168,272.168,0.544336,,,,,,,,,
12/01/2019 06.00,12/01/2019 07.00,302094.329,302.094329,0.604188658,,,,,,,,,
12/01/2019 07.00,12/01/2019 08.00,318406.981,318.406981,0.636813962,,,,,,,,,
12/01/2019 08.00,12/01/2019 09.00,308929.129,308.929129,0.617858258,,,,,,,,,
12/01/2019 09.00,12/01/2019 10.00,291506.989,291.506989,0.583013978,,,,,,,,,
12/01/2019 10.00,12/01/2019 11.00,338507.252,338.507252,0.677014504,,,,,,,,,
12/01/2019 11.00,12/01/2019 12.00,369399.374,369.399374,0.738798748,,,,,,,,,
12/01/2019 12.00,12/01/2019 13.00,350499.647,350.499647,0.700999294,,,,,,,,,
12/01/2019 13.00,12/01/2019 14.00,347013.505,347.013505,0.69402701,,,,,,,,,
12/01/2019 14.00,12/01/2019 15.00,380758.14,380.75814,0.76151628,,,,,,,,,
12/01/2019 15.00,12/01/2019 16.00,403909.988,403.909988,0.807819976,,,,,,,,,
12/01/2019 16.00,12/01/2019 17.00,400654.615,400.654615,0.80130923,,,,,,,,,
12/01/2019 17.00,12/01/2019 18.00,385954.994,385.954994,0.771909988,,,,,,,,,
12/01/2019 18.00,12/01/2019 19.00,346253.059,346.253059,0.692506118,,,,,,,,,
12/01/2019 19.00,12/01/2019 20.00,312449.534,312.449534,0.624899068,,,,,,,,,
12/01/2019 20.00,12/01/2019 21.00,306191.123,306.191123,0.612382246,,,,,,,,,
12/01/2019 21.00,12/01/2019 22.00,318401.904,318.401904,0.636803808,,,,,,,,,
12/01/2019 22.00,12/01/2019 23.00,332676.517,332.676517,0.665353034,,,,,,,,,
12/01/2019 23.00,13/01/2019 00.00,327885.697,327.885697,0.655771394,,,,,,,,,
13/01/2019 00.00,13/01/2019 01.00,332913.01,332.91301,0.66582602,,,,,,,,,
13/01/2019 01.00,13/01/2019 02.00,302859.925,302.859925,0.60571985,,,,,,,,,
13/01/2019 02.00,13/01/2019 03.00,256526.199,256.526199,0.513052398,,,,,,,,,
13/01/2019 03.00,13/01/2019 04.00,229586.801,229.586801,0.459173602,,,,,,,,,
13/01/2019 04.00,13/01/2019 05.00,269315.748,269.315748,0.538631496,,,,,,,,,
13/01/2019 05.00,13/01/2019 06.00,337071.651,337.071651,0.674143302,,,,,,,,,
13/01/2019 06.00,13/01/2019 07.00,382681.421,382.681421,0.765362842,,,,,,,,,
13/01/2019 07.00,13/01/2019 08.00,399983.609,399.983609,0.799967218,,,,,,,,,
13/01/2019 08.00,13/01/2019 09.00,373954.918,373.954918,0.747909836,,,,,,,,,
13/01/2019 09.00,13/01/2019 10.00,382678.836,382.678836,0.765357672,,,,,,,,,
13/01/2019 10.00,13/01/2019 11.00,442066.608,442.066608,0.884133216,,,,,,,,,
13/01/2019 11.00,13/01/2019 12.00,473036.552,473.036552,0.946073104,,,,,,,,,
13/01/2019 12.00,13/01/2019 13.00,483460.789,483.460789,0.966921578,,,,,,,,,
13/01/2019 13.00,13/01/2019 14.00,483138.34,483.13834,0.96627668,,,,,,,,,
13/01/2019 14.00,13/01/2019 15.00,483518.234,483.518234,0.967036468,,,,,,,,,
13/01/2019 15.00,13/01/2019 16.00,484461.734,484.461734,0.968923468,,,,,,,,,
13/01/2019 16.00,13/01/2019 17.00,485963.342,485.963342,0.971926684,,,,,,,,,
13/01/2019 17.00,13/01/2019 18.00,486699.659,486.699659,0.973399318,,,,,,,,,
13/01/2019 18.00,13/01/2019 19.00,484681.65,484.68165,0.9693633,,,,,,,,,
13/01/2019 19.00,13/01/2019 20.00,478454.237,478.454237,0.956908474,,,,,,,,,
13/01/2019 20.00,13/01/2019 21.00,473317.548,473.317548,0.946635096,,,,,,,,,
13/01/2019 21.00,13/01/2019 22.00,489519.267,489.519267,0.979038534,,,,,,,,,
13/01/2019 22.00,13/01/2019 23.00,492522.693,492.522693,0.985045386,,,,,,,,,
13/01/2019 23.00,14/01/2019 00.00,484976.616,484.976616,0.969953232,,,,,,,,,
14/01/2019 00.00,14/01/2019 01.00,469843.906,469.843906,0.939687812,,,,,,,,,
14/01/2019 01.00,14/01/2019 02.00,474453.205,474.453205,0.94890641,,,,,,,,,
14/01/2019 02.00,14/01/2019 03.00,483837.347,483.837347,0.967674694,,,,,,,,,
14/01/2019 03.00,14/01/2019 04.00,489528.783,489.528783,0.979057566,,,,,,,,,
14/01/2019 04.00,14/01/2019 05.00,489971.221,489.971221,0.979942442,,,,,,,,,
14/01/2019 05.00,14/01/2019 06.00,489517.914,489.517914,0.979035828,,,,,,,,,
14/01/2019 06.00,14/01/2019 07.00,488460.672,488.460672,0.976921344,,,,,,,,,
14/01/2019 07.00,14/01/2019 08.00,485079.099,485.079099,0.970158198,,,,,,,,,
14/01/2019 08.00,14/01/2019 09.00,480427.003,480.427003,0.960854006,,,,,,,,,
14/01/2019 09.00,14/01/2019 10.00,481376.777,481.376777,0.962753554,,,,,,,,,
14/01/2019 10.00,14/01/2019 11.00,487428.969,487.428969,0.974857938,,,,,,,,,
14/01/2019 11.00,14/01/2019 12.00,492499.639,492.499639,0.984999278,,,,,,,,,
14/01/2019 12.00,14/01/2019 13.00,494798,494.798,0.989596,,,,,,,,,
14/01/2019 13.00,14/01/2019 14.00,494796.615,494.796615,0.98959323,,,,,,,,,
14/01/2019 14.00,14/01/2019 15.00,493990.837,493.990837,0.987981674,,,,,,,,,
14/01/2019 15.00,14/01/2019 16.00,493654.881,493.654881,0.987309762,,,,,,,,,
14/01/2019 16.00,14/01/2019 17.00,492363.527,492.363527,0.984727054,,,,,,,,,
14/01/2019 17.00,14/01/2019 18.00,488608.91,488.60891,0.97721782,,,,,,,,,
14/01/2019 18.00,14/01/2019 19.00,485195.764,485.195764,0.970391528,,,,,,,,,
14/01/2019 19.00,14/01/2019 20.00,480966.58,480.96658,0.96193316,,,,,,,,,
14/01/2019 20.00,14/01/2019 21.00,476506.796,476.506796,0.953013592,,,,,,,,,
14/01/2019 21.00,14/01/2019 22.00,471878.239,471.878239,0.943756478,,,,,,,,,
14/01/2019 22.00,14/01/2019 23.00,468465.52,468.46552,0.93693104,,,,,,,,,
14/01/2019 23.00,15/01/2019 00.00,469972.431,469.972431,0.939944862,,,,,,,,,
15/01/2019 00.00,15/01/2019 01.00,468147.95,468.14795,0.9362959,,,,,,,,,
15/01/2019 01.00,15/01/2019 02.00,461504.378,461.504378,0.923008756,,,,,,,,,
15/01/2019 02.00,15/01/2019 03.00,444565.75,444.56575,0.8891315,,,,,,,,,
15/01/2019 03.00,15/01/2019 04.00,408147.785,408.147785,0.81629557,,,,,,,,,
15/01/2019 04.00,15/01/2019 05.00,381497.618,381.497618,0.762995236,,,,,,,,,
15/01/2019 05.00,15/01/2019 06.00,349200.933,349.200933,0.698401866,,,,,,,,,
15/01/2019 06.00,15/01/2019 07.00,308663.304,308.663304,0.617326608,,,,,,,,,
15/01/2019 07.00,15/01/2019 08.00,275630.657,275.630657,0.551261314,,,,,,,,,
15/01/2019 08.00,15/01/2019 09.00,248032.961,248.032961,0.496065922,,,,,,,,,
15/01/2019 09.00,15/01/2019 10.00,203481.73,203.48173,0.40696346,,,,,,,,,
15/01/2019 10.00,15/01/2019 11.00,167078.119,167.078119,0.334156238,,,,,,,,,
15/01/2019 11.00,15/01/2019 12.00,229566.256,229.566256,0.459132512,,,,,,,,,
15/01/2019 12.00,15/01/2019 13.00,406100.214,406.100214,0.812200428,,,,,,,,,
15/01/2019 13.00,15/01/2019 14.00,470479.398,470.479398,0.940958796,,,,,,,,,
15/01/2019 14.00,15/01/2019 15.00,489262.943,489.262943,0.978525886,,,,,,,,,
15/01/2019 15.00,15/01/2019 16.00,493990.219,493.990219,0.987980438,,,,,,,,,
15/01/2019 16.00,15/01/2019 17.00,492524.822,492.524822,0.985049644,,,,,,,,,
15/01/2019 17.00,15/01/2019 18.00,491247.526,491.247526,0.982495052,,,,,,,,,
15/01/2019 18.00,15/01/2019 19.00,490072.483,490.072483,0.980144966,,,,,,,,,
15/01/2019 19.00,15/01/2019 20.00,484664.762,484.664762,0.969329524,,,,,,,,,
15/01/2019 20.00,15/01/2019 21.00,470698.346,470.698346,0.941396692,,,,,,,,,
15/01/2019 21.00,15/01/2019 22.00,453376.965,453.376965,0.90675393,,,,,,,,,
15/01/2019 22.00,15/01/2019 23.00,430126.306,430.126306,0.860252612,,,,,,,,,
15/01/2019 23.00,16/01/2019 00.00,393267.848,393.267848,0.786535696,,,,,,,,,
16/01/2019 00.00,16/01/2019 01.00,354886.01,354.88601,0.70977202,,,,,,,,,
16/01/2019 01.00,16/01/2019 02.00,308939.635,308.939635,0.61787927,,,,,,,,,
16/01/2019 02.00,16/01/2019 03.00,273516.813,273.516813,0.547033626,,,,,,,,,
16/01/2019 03.00,16/01/2019 04.00,276207.673,276.207673,0.552415346,,,,,,,,,
16/01/2019 04.00,16/01/2019 05.00,310090.21,310.09021,0.62018042,,,,,,,,,
16/01/2019 05.00,16/01/2019 06.00,371439.476,371.439476,0.742878952,,,,,,,,,
16/01/2019 06.00,16/01/2019 07.00,406762.001,406.762001,0.813524002,,,,,,,,,
16/01/2019 07.00,16/01/2019 08.00,427893.197,427.893197,0.855786394,,,,,,,,,
16/01/2019 08.00,16/01/2019 09.00,429141.047,429.141047,0.858282094,,,,,,,,,
16/01/2019 09.00,16/01/2019 10.00,440543.746,440.543746,0.881087492,,,,,,,,,
16/01/2019 10.00,16/01/2019 11.00,451838.355,451.838355,0.90367671,,,,,,,,,
16/01/2019 11.00,16/01/2019 12.00,450388.743,450.388743,0.900777486,,,,,,,,,
16/01/2019 12.00,16/01/2019 13.00,454842.097,454.842097,0.909684194,,,,,,,,,
16/01/2019 13.00,16/01/2019 14.00,464882.3,464.8823,0.9297646,,,,,,,,,
16/01/2019 14.00,16/01/2019 15.00,476037.062,476.037062,0.952074124,,,,,,,,,
16/01/2019 15.00,16/01/2019 16.00,480167.969,480.167969,0.960335938,,,,,,,,,
16/01/2019 16.00,16/01/2019 17.00,477818.936,477.818936,0.955637872,,,,,,,,,
16/01/2019 17.00,16/01/2019 18.00,480476.42,480.47642,0.96095284,,,,,,,,,
16/01/2019 18.00,16/01/2019 19.00,482758.671,482.758671,0.965517342,,,,,,,,,
16/01/2019 19.00,16/01/2019 20.00,485522.046,485.522046,0.971044092,,,,,,,,,
16/01/2019 20.00,16/01/2019 21.00,488731.273,488.731273,0.977462546,,,,,,,,,
16/01/2019 21.00,16/01/2019 22.00,489819.75,489.81975,0.9796395,,,,,,,,,
16/01/2019 22.00,16/01/2019 23.00,491377.579,491.377579,0.982755158,,,,,,,,,
16/01/2019 23.00,17/01/2019 00.00,488853.415,488.853415,0.97770683,,,,,,,,,
17/01/2019 00.00,17/01/2019 01.00,479707.924,479.707924,0.959415848,,,,,,,,,
17/01/2019 01.00,17/01/2019 02.00,462857.053,462.857053,0.925714106,,,,,,,,,
17/01/2019 02.00,17/01/2019 03.00,445057.742,445.057742,0.890115484,,,,,,,,,
17/01/2019 03.00,17/01/2019 04.00,435266.674,435.266674,0.870533348,,,,,,,,,
17/01/2019 04.00,17/01/2019 05.00,438342.996,438.342996,0.876685992,,,,,,,,,
17/01/2019 05.00,17/01/2019 06.00,431069.524,431.069524,0.862139048,,,,,,,,,
17/01/2019 06.00,17/01/2019 07.00,419809.305,419.809305,0.83961861,,,,,,,,,
17/01/2019 07.00,17/01/2019 08.00,417793.713,417.793713,0.835587426,,,,,,,,,
17/01/2019 08.00,17/01/2019 09.00,420189.729,420.189729,0.840379458,,,,,,,,,
17/01/2019 09.00,17/01/2019 10.00,410201.731,410.201731,0.820403462,,,,,,,,,
17/01/2019 10.00,17/01/2019 11.00,384076.897,384.076897,0.768153794,,,,,,,,,
17/01/2019 11.00,17/01/2019 12.00,339306.965,339.306965,0.67861393,,,,,,,,,
17/01/2019 12.00,17/01/2019 13.00,273300.898,273.300898,0.546601796,,,,,,,,,
17/01/2019 13.00,17/01/2019 14.00,216891.383,216.891383,0.433782766,,,,,,,,,
17/01/2019 14.00,17/01/2019 15.00,239867.82,239.86782,0.47973564,,,,,,,,,
17/01/2019 15.00,17/01/2019 16.00,359337.838,359.337838,0.718675676,,,,,,,,,
17/01/2019 16.00,17/01/2019 17.00,416381.665,416.381665,0.83276333,,,,,,,,,
17/01/2019 17.00,17/01/2019 18.00,407080.46,407.08046,0.81416092,,,,,,,,,
17/01/2019 18.00,17/01/2019 19.00,383000.404,383.000404,0.766000808,,,,,,,,,
17/01/2019 19.00,17/01/2019 20.00,383364.11,383.36411,0.76672822,,,,,,,,,
17/01/2019 20.00,17/01/2019 21.00,396530.766,396.530766,0.793061532,,,,,,,,,
17/01/2019 21.00,17/01/2019 22.00,405250.323,405.250323,0.810500646,,,,,,,,,
17/01/2019 22.00,17/01/2019 23.00,396843.448,396.843448,0.793686896,,,,,,,,,
17/01/2019 23.00,18/01/2019 00.00,377707.959,377.707959,0.755415918,,,,,,,,,
18/01/2019 00.00,18/01/2019 01.00,350391.327,350.391327,0.700782654,,,,,,,,,
18/01/2019 01.00,18/01/2019 02.00,323305.727,323.305727,0.646611454,,,,,,,,,
18/01/2019 02.00,18/01/2019 03.00,299644.407,299.644407,0.599288814,,,,,,,,,
18/01/2019 03.00,18/01/2019 04.00,277976.003,277.976003,0.555952006,,,,,,,,,
18/01/2019 04.00,18/01/2019 05.00,277645.285,277.645285,0.55529057,,,,,,,,,
18/01/2019 05.00,18/01/2019 06.00,290788.394,290.788394,0.581576788,,,,,,,,,
18/01/2019 06.00,18/01/2019 07.00,291492.242,291.492242,0.582984484,,,,,,,,,
18/01/2019 07.00,18/01/2019 08.00,270614.796,270.614796,0.541229592,,,,,,,,,
18/01/2019 08.00,18/01/2019 09.00,221483.871,221.483871,0.442967742,,,,,,,,,
18/01/2019 09.00,18/01/2019 10.00,167084.32,167.08432,0.33416864,,,,,,,,,
18/01/2019 10.00,18/01/2019 11.00,143058.657,143.058657,0.286117314,,,,,,,,,
18/01/2019 11.00,18/01/2019 12.00,142493.821,142.493821,0.284987642,,,,,,,,,
18/01/2019 12.00,18/01/2019 13.00,155354.789,155.354789,0.310709578,,,,,,,,,
18/01/2019 13.00,18/01/2019 14.00,176183.258,176.183258,0.352366516,,,,,,,,,
18/01/2019 14.00,18/01/2019 15.00,212318.947,212.318947,0.424637894,,,,,,,,,
18/01/2019 15.00,18/01/2019 16.00,252039.324,252.039324,0.504078648,,,,,,,,,
18/01/2019 16.00,18/01/2019 17.00,282894.861,282.894861,0.565789722,,,,,,,,,
18/01/2019 17.00,18/01/2019 18.00,303033.587,303.033587,0.606067174,,,,,,,,,
18/01/2019 18.00,18/01/2019 19.00,317067.37,317.06737,0.63413474,,,,,,,,,
18/01/2019 19.00,18/01/2019 20.00,319323.444,319.323444,0.638646888,,,,,,,,,
18/01/2019 20.00,18/01/2019 21.00,314151.883,314.151883,0.628303766,,,,,,,,,
18/01/2019 21.00,18/01/2019 22.00,300121.258,300.121258,0.600242516,,,,,,,,,
18/01/2019 22.00,18/01/2019 23.00,287578.084,287.578084,0.575156168,,,,,,,,,
18/01/2019 23.00,19/01/2019 00.00,273147.16,273.14716,0.54629432,,,,,,,,,
19/01/2019 00.00,19/01/2019 01.00,242280.448,242.280448,0.484560896,,,,,,,,,
19/01/2019 01.00,19/01/2019 02.00,225780.893,225.780893,0.451561786,,,,,,,,,
19/01/2019 02.00,19/01/2019 03.00,217743.785,217.743785,0.43548757,,,,,,,,,
19/01/2019 03.00,19/01/2019 04.00,207501.249,207.501249,0.415002498,,,,,,,,,
19/01/2019 04.00,19/01/2019 05.00,195830.121,195.830121,0.391660242,,,,,,,,,
19/01/2019 05.00,19/01/2019 06.00,185015.3,185.0153,0.3700306,,,,,,,,,
19/01/2019 06.00,19/01/2019 07.00,176757.474,176.757474,0.353514948,,,,,,,,,
19/01/2019 07.00,19/01/2019 08.00,168374.105,168.374105,0.33674821,,,,,,,,,
19/01/2019 08.00,19/01/2019 09.00,165795.991,165.795991,0.331591982,,,,,,,,,
19/01/2019 09.00,19/01/2019 10.00,171606.928,171.606928,0.343213856,,,,,,,,,
19/01/2019 10.00,19/01/2019 11.00,172521.357,172.521357,0.345042714,,,,,,,,,
19/01/2019 11.00,19/01/2019 12.00,176135.92,176.13592,0.35227184,,,,,,,,,
19/01/2019 12.00,19/01/2019 13.00,176198.086,176.198086,0.352396172,,,,,,,,,
19/01/2019 13.00,19/01/2019 14.00,173296.127,173.296127,0.346592254,,,,,,,,,
19/01/2019 14.00,19/01/2019 15.00,171387.01,171.38701,0.34277402,,,,,,,,,
19/01/2019 15.00,19/01/2019 16.00,183633.927,183.633927,0.367267854,,,,,,,,,
19/01/2019 16.00,19/01/2019 17.00,189670.509,189.670509,0.379341018,,,,,,,,,
19/01/2019 17.00,19/01/2019 18.00,192820.329,192.820329,0.385640658,,,,,,,,,
19/01/2019 18.00,19/01/2019 19.00,203641.22,203.64122,0.40728244,,,,,,,,,
19/01/2019 19.00,19/01/2019 20.00,216596.919,216.596919,0.433193838,,,,,,,,,
19/01/2019 20.00,19/01/2019 21.00,226730.262,226.730262,0.453460524,,,,,,,,,
19/01/2019 21.00,19/01/2019 22.00,235340.43,235.34043,0.47068086,,,,,,,,,
19/01/2019 22.00,19/01/2019 23.00,247166.729,247.166729,0.494333458,,,,,,,,,
19/01/2019 23.00,20/01/2019 00.00,258769.73,258.76973,0.51753946,,,,,,,,,
20/01/2019 00.00,20/01/2019 01.00,260038.746,260.038746,0.520077492,,,,,,,,,
20/01/2019 01.00,20/01/2019 02.00,257898.364,257.898364,0.515796728,,,,,,,,,
20/01/2019 02.00,20/01/2019 03.00,258442.676,258.442676,0.516885352,,,,,,,,,
20/01/2019 03.00,20/01/2019 04.00,262457.478,262.457478,0.524914956,,,,,,,,,
20/01/2019 04.00,20/01/2019 05.00,253299.252,253.299252,0.506598504,,,,,,,,,
20/01/2019 05.00,20/01/2019 06.00,246919.545,246.919545,0.49383909,,,,,,,,,
20/01/2019 06.00,20/01/2019 07.00,240124.383,240.124383,0.480248766,,,,,,,,,
20/01/2019 07.00,20/01/2019 08.00,226199.854,226.199854,0.452399708,,,,,,,,,
20/01/2019 08.00,20/01/2019 09.00,198904.043,198.904043,0.397808086,,,,,,,,,
20/01/2019 09.00,20/01/2019 10.00,187922.749,187.922749,0.375845498,,,,,,,,,
20/01/2019 10.00,20/01/2019 11.00,183522.868,183.522868,0.367045736,,,,,,,,,
20/01/2019 11.00,20/01/2019 12.00,177501.214,177.501214,0.355002428,,,,,,,,,
20/01/2019 12.00,20/01/2019 13.00,169281.305,169.281305,0.33856261,,,,,,,,,
20/01/2019 13.00,20/01/2019 14.00,160048.003,160.048003,0.320096006,,,,,,,,,
20/01/2019 14.00,20/01/2019 15.00,166055.196,166.055196,0.332110392,,,,,,,,,
20/01/2019 15.00,20/01/2019 16.00,173459.693,173.459693,0.346919386,,,,,,,,,
20/01/2019 16.00,20/01/2019 17.00,180690.19,180.69019,0.36138038,,,,,,,,,
20/01/2019 17.00,20/01/2019 18.00,185038.737,185.038737,0.370077474,,,,,,,,,
20/01/2019 18.00,20/01/2019 19.00,185316.805,185.316805,0.37063361,,,,,,,,,
20/01/2019 19.00,20/01/2019 20.00,188133.637,188.133637,0.376267274,,,,,,,,,
20/01/2019 20.00,20/01/2019 21.00,190640.007,190.640007,0.381280014,,,,,,,,,
20/01/2019 21.00,20/01/2019 22.00,196202.882,196.202882,0.392405764,,,,,,,,,
20/01/2019 22.00,20/01/2019 23.00,210508.766,210.508766,0.421017532,,,,,,,,,
20/01/2019 23.00,21/01/2019 00.00,224526.073,224.526073,0.449052146,,,,,,,,,
21/01/2019 00.00,21/01/2019 01.00,243569.364,243.569364,0.487138728,,,,,,,,,
21/01/2019 01.00,21/01/2019 02.00,257895.43,257.89543,0.51579086,,,,,,,,,
21/01/2019 02.00,21/01/2019 03.00,278533.836,278.533836,0.557067672,,,,,,,,,
21/01/2019 03.00,21/01/2019 04.00,310145.946,310.145946,0.620291892,,,,,,,,,
21/01/2019 04.00,21/01/2019 05.00,327713.149,327.713149,0.655426298,,,,,,,,,
21/01/2019 05.00,21/01/2019 06.00,350180.232,350.180232,0.700360464,,,,,,,,,
21/01/2019 06.00,21/01/2019 07.00,374350.012,374.350012,0.748700024,,,,,,,,,
21/01/2019 07.00,21/01/2019 08.00,397835.358,397.835358,0.795670716,,,,,,,,,
21/01/2019 08.00,21/01/2019 09.00,422079.844,422.079844,0.844159688,,,,,,,,,
21/01/2019 09.00,21/01/2019 10.00,420537.436,420.537436,0.841074872,,,,,,,,,
21/01/2019 10.00,21/01/2019 11.00,406189.666,406.189666,0.812379332,,,,,,,,,
21/01/2019 11.00,21/01/2019 12.00,378779.648,378.779648,0.757559296,,,,,,,,,
21/01/2019 12.00,21/01/2019 13.00,341593.774,341.593774,0.683187548,,,,,,,,,
21/01/2019 13.00,21/01/2019 14.00,321585.737,321.585737,0.643171474,,,,,,,,,
21/01/2019 14.00,21/01/2019 15.00,300190.677,300.190677,0.600381354,,,,,,,,,
21/01/2019 15.00,21/01/2019 16.00,276771.744,276.771744,0.553543488,,,,,,,,,
21/01/2019 16.00,21/01/2019 17.00,251470.769,251.470769,0.502941538,,,,,,,,,
21/01/2019 17.00,21/01/2019 18.00,220749.344,220.749344,0.441498688,,,,,,,,,
21/01/2019 18.00,21/01/2019 19.00,186784.51,186.78451,0.37356902,,,,,,,,,
21/01/2019 19.00,21/01/2019 20.00,153273.735,153.273735,0.30654747,,,,,,,,,
21/01/2019 20.00,21/01/2019 21.00,120052.039,120.052039,0.240104078,,,,,,,,,
21/01/2019 21.00,21/01/2019 22.00,90437.278,90.437278,0.180874556,,,,,,,,,
21/01/2019 22.00,21/01/2019 23.00,71348.148,71.348148,0.142696296,,,,,,,,,
21/01/2019 23.00,22/01/2019 00.00,63896.534,63.896534,0.127793068,,,,,,,,,
22/01/2019 00.00,22/01/2019 01.00,62601.399,62.601399,0.125202798,,,,,,,,,
22/01/2019 01.00,22/01/2019 02.00,58845.768,58.845768,0.117691536,,,,,,,,,
22/01/2019 02.00,22/01/2019 03.00,53892.074,53.892074,0.107784148,,,,,,,,,
22/01/2019 03.00,22/01/2019 04.00,52438.141,52.438141,0.104876282,,,,,,,,,
22/01/2019 04.00,22/01/2019 05.00,54129.678,54.129678,0.108259356,,,,,,,,,
22/01/2019 05.00,22/01/2019 06.00,58702.695,58.702695,0.11740539,,,,,,,,,
22/01/2019 06.00,22/01/2019 07.00,66770.762,66.770762,0.133541524,,,,,,,,,
22/01/2019 07.00,22/01/2019 08.00,80235.931,80.235931,0.160471862,,,,,,,,,
22/01/2019 08.00,22/01/2019 09.00,90265.593,90.265593,0.180531186,,,,,,,,,
22/01/2019 09.00,22/01/2019 10.00,101806.744,101.806744,0.203613488,,,,,,,,,
22/01/2019 10.00,22/01/2019 11.00,123483.466,123.483466,0.246966932,,,,,,,,,
22/01/2019 11.00,22/01/2019 12.00,148484.804,148.484804,0.296969608,,,,,,,,,
22/01/2019 12.00,22/01/2019 13.00,172640.433,172.640433,0.345280866,,,,,,,,,
22/01/2019 13.00,22/01/2019 14.00,186793.02,186.79302,0.37358604,,,,,,,,,
22/01/2019 14.00,22/01/2019 15.00,207591.657,207.591657,0.415183314,,,,,,,,,
22/01/2019 15.00,22/01/2019 16.00,251616.832,251.616832,0.503233664,,,,,,,,,
22/01/2019 16.00,22/01/2019 17.00,286569.482,286.569482,0.573138964,,,,,,,,,
22/01/2019 17.00,22/01/2019 18.00,312929.27,312.92927,0.62585854,,,,,,,,,
22/01/2019 18.00,22/01/2019 19.00,332910.906,332.910906,0.665821812,,,,,,,,,
22/01/2019 19.00,22/01/2019 20.00,341787.194,341.787194,0.683574388,,,,,,,,,
22/01/2019 20.00,22/01/2019 21.00,351710.101,351.710101,0.703420202,,,,,,,,,
22/01/2019 21.00,22/01/2019 22.00,364986.27,364.98627,0.72997254,,,,,,,,,
22/01/2019 22.00,22/01/2019 23.00,365964.928,365.964928,0.731929856,,,,,,,,,
22/01/2019 23.00,23/01/2019 00.00,350827.906,350.827906,0.701655812,,,,,,,,,
23/01/2019 00.00,23/01/2019 01.00,348488.21,348.48821,0.69697642,,,,,,,,,
23/01/2019 01.00,23/01/2019 02.00,352097.88,352.09788,0.70419576,,,,,,,,,
23/01/2019 02.00,23/01/2019 03.00,357336.72,357.33672,0.71467344,,,,,,,,,
23/01/2019 03.00,23/01/2019 04.00,353341.546,353.341546,0.706683092,,,,,,,,,
23/01/2019 04.00,23/01/2019 05.00,351798.333,351.798333,0.703596666,,,,,,,,,
